id,prop_type,player_name,player_team,defensive_matchup,sports_book,name,price,points,nba_api_player_id,implied_odds,p(over),p(under),edge,suggested_kelly
416a6448fcdb7c657adaf06d2660af34,player_threes,Jayson Tatum,BOS,IND,betonlineag,Over,120,3.5,1628369,0.4545454545454546,0.4501,0.5499,-0.004445454545454586,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Jayson Tatum,BOS,IND,betonlineag,Under,-156,3.5,1628369,0.609375,0.4501,0.5499,-0.059474999999999945,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Myles Turner,IND,BOS,betonlineag,Over,132,1.5,1626167,0.43103448275862066,0.4515,0.5485,0.02046551724137935,0.0359696969696971
416a6448fcdb7c657adaf06d2660af34,player_threes,Myles Turner,IND,BOS,betonlineag,Under,-172,1.5,1626167,0.6323529411764706,0.4515,0.5485,-0.08385294117647057,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Tyrese Haliburton,IND,BOS,betonlineag,Over,113,2.5,1630169,0.4694835680751174,0.5229,0.4771,0.05341643192488266,0.100687610619469
416a6448fcdb7c657adaf06d2660af34,player_threes,Tyrese Haliburton,IND,BOS,betonlineag,Under,-147,2.5,1630169,0.5951417004048583,0.5229,0.4771,-0.11804170040485823,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Aaron Nesmith,IND,BOS,williamhill_us,Over,-111,1.5,1630174,0.5260663507109005,0.4326,0.5674,-0.09346635071090048,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Aaron Nesmith,IND,BOS,williamhill_us,Under,-123,1.5,1630174,0.5515695067264574,0.4326,0.5674,0.01583049327354258,0.03530200000000002
416a6448fcdb7c657adaf06d2660af34,player_threes,Myles Turner,IND,BOS,williamhill_us,Over,126,1.5,1626167,0.4424778761061947,0.4515,0.5485,0.0090221238938053,0.01618253968253961
416a6448fcdb7c657adaf06d2660af34,player_threes,Myles Turner,IND,BOS,williamhill_us,Under,-174,1.5,1626167,0.635036496350365,0.4515,0.5485,-0.08653649635036498,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Jayson Tatum,BOS,IND,williamhill_us,Over,118,3.5,1628369,0.45871559633027525,0.4501,0.5499,-0.008615596330275255,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Jayson Tatum,BOS,IND,williamhill_us,Under,-163,3.5,1628369,0.6197718631178707,0.4501,0.5499,-0.06987186311787064,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Tyrese Haliburton,IND,BOS,williamhill_us,Over,116,2.5,1630169,0.4629629629629629,0.5229,0.4771,0.05993703703703712,0.11160689655172419
416a6448fcdb7c657adaf06d2660af34,player_threes,Tyrese Haliburton,IND,BOS,williamhill_us,Under,-160,2.5,1630169,0.6153846153846154,0.5229,0.4771,-0.1382846153846154,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Jaylen Brown,BOS,IND,williamhill_us,Over,-106,2.5,1627759,0.5145631067961165,0.4698,0.5302,-0.0447631067961165,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Jaylen Brown,BOS,IND,williamhill_us,Under,-129,2.5,1627759,0.5633187772925764,0.4698,0.5302,-0.033118777292576396,0.0
416a6448fcdb7c657adaf06d2660af34,player_threes,Buddy Hield,IND,BOS,williamhill_us,Over,-106,3.5,1627741,0.5145631067961165,0.5201,0.4799,0.005536893203883508,0.01140599999999999
416a6448fcdb7c657adaf06d2660af34,player_threes,Buddy Hield,IND,BOS,williamhill_us,Under,-129,3.5,1627741,0.5633187772925764,0.5201,0.4799,-0.08341877729257641,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Darius Garland,CLE,DEN,fanduel,Over,112,2.5,1629636,0.4716981132075472,0.4693,0.5307,-0.002398113207547181,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Darius Garland,CLE,DEN,fanduel,Under,-142,2.5,1629636,0.5867768595041323,0.4693,0.5307,-0.056076859504132326,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Donovan Mitchell,CLE,DEN,fanduel,Over,130,3.5,1628378,0.4347826086956522,0.4549,0.5451,0.02011739130434781,0.03559230769230764
feacb21553595d2fa67aa5a4bce731a0,player_threes,Donovan Mitchell,CLE,DEN,fanduel,Under,-166,3.5,1628378,0.6240601503759399,0.4549,0.5451,-0.07896015037593984,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Darius Garland,CLE,DEN,draftkings,Over,110,2.5,1629636,0.47619047619047616,0.4693,0.5307,-0.006890476190476169,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Darius Garland,CLE,DEN,draftkings,Under,-140,2.5,1629636,0.5833333333333334,0.4693,0.5307,-0.05263333333333342,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Donovan Mitchell,CLE,DEN,draftkings,Over,140,3.5,1628378,0.41666666666666663,0.4549,0.5451,0.0382333333333334,0.06554285714285725
feacb21553595d2fa67aa5a4bce731a0,player_threes,Donovan Mitchell,CLE,DEN,draftkings,Under,-175,3.5,1628378,0.6363636363636364,0.4549,0.5451,-0.09126363636363632,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Evan Mobley,CLE,DEN,draftkings,Over,310,0.5,1630596,0.24390243902439024,0.2836,0.7164,0.03969756097560978,0.05250322580645164
feacb21553595d2fa67aa5a4bce731a0,player_threes,Evan Mobley,CLE,DEN,draftkings,Under,-410,0.5,1630596,0.803921568627451,0.2836,0.7164,-0.08752156862745097,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Darius Garland,CLE,DEN,betonlineag,Over,107,2.5,1629636,0.48309178743961356,0.4693,0.5307,-0.013791787439613568,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Darius Garland,CLE,DEN,betonlineag,Under,-139,2.5,1629636,0.5815899581589958,0.4693,0.5307,-0.050889958158995885,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Donovan Mitchell,CLE,DEN,betonlineag,Over,130,3.5,1628378,0.4347826086956522,0.4549,0.5451,0.02011739130434781,0.03559230769230764
feacb21553595d2fa67aa5a4bce731a0,player_threes,Donovan Mitchell,CLE,DEN,betonlineag,Under,-169,3.5,1628378,0.6282527881040892,0.4549,0.5451,-0.08315278810408921,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Evan Mobley,CLE,DEN,betonlineag,Over,288,0.5,1630596,0.25773195876288657,0.2836,0.7164,0.02586804123711345,0.03485000000000004
feacb21553595d2fa67aa5a4bce731a0,player_threes,Evan Mobley,CLE,DEN,betonlineag,Under,-417,0.5,1630596,0.8065764023210832,0.2836,0.7164,-0.09017640232108315,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Darius Garland,CLE,DEN,williamhill_us,Over,106,2.5,1629636,0.4854368932038835,0.4693,0.5307,-0.016136893203883507,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Darius Garland,CLE,DEN,williamhill_us,Under,-145,2.5,1629636,0.5918367346938775,0.4693,0.5307,-0.06113673469387759,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Evan Mobley,CLE,DEN,williamhill_us,Over,275,0.5,1630596,0.2666666666666667,0.2836,0.7164,0.0169333333333333,0.02309090909090902
feacb21553595d2fa67aa5a4bce731a0,player_threes,Evan Mobley,CLE,DEN,williamhill_us,Under,-429,0.5,1630596,0.8109640831758034,0.2836,0.7164,-0.09456408317580334,0.0
feacb21553595d2fa67aa5a4bce731a0,player_threes,Donovan Mitchell,CLE,DEN,williamhill_us,Over,129,3.5,1628378,0.4366812227074236,0.4549,0.5451,0.018218777292576427,0.032341860465116286
feacb21553595d2fa67aa5a4bce731a0,player_threes,Donovan Mitchell,CLE,DEN,williamhill_us,Under,-179,3.5,1628378,0.6415770609318996,0.4549,0.5451,-0.09647706093189956,0.0
22441f08f9070de8132c14763c42405b,player_threes,Killian Hayes,DET,ORL,fanduel,Over,-104,1.5,1630165,0.5098039215686274,0.3258,0.6742,-0.18400392156862744,0.0
22441f08f9070de8132c14763c42405b,player_threes,Killian Hayes,DET,ORL,fanduel,Under,-122,1.5,1630165,0.5495495495495496,0.3258,0.6742,0.12465045045045042,0.276724
22441f08f9070de8132c14763c42405b,player_threes,Paolo Banchero,ORL,DET,fanduel,Over,140,1.5,1631094,0.41666666666666663,0.3349,0.6651,-0.08176666666666665,0.0
22441f08f9070de8132c14763c42405b,player_threes,Paolo Banchero,ORL,DET,fanduel,Under,-180,1.5,1631094,0.6428571428571429,0.3349,0.6651,0.02224285714285712,0.062279999999999856
22441f08f9070de8132c14763c42405b,player_threes,Wendell Carter,ORL,DET,fanduel,Over,134,1.5,1628976,0.4273504273504274,0.3715,0.6285,-0.05585042735042739,0.0
22441f08f9070de8132c14763c42405b,player_threes,Wendell Carter,ORL,DET,fanduel,Under,-172,1.5,1628976,0.6323529411764706,0.3715,0.6285,-0.0038529411764706145,0.0
22441f08f9070de8132c14763c42405b,player_threes,Jaden Ivey,DET,ORL,fanduel,Over,-111,1.5,1631093,0.5260663507109005,0.3646,0.6354,-0.16146635071090049,0.0
22441f08f9070de8132c14763c42405b,player_threes,Jaden Ivey,DET,ORL,fanduel,Under,-115,1.5,1631093,0.5348837209302325,0.3646,0.6354,0.10051627906976746,0.21611
22441f08f9070de8132c14763c42405b,player_threes,Bojan Bogdanovic,DET,ORL,fanduel,Over,102,2.5,202711,0.49504950495049505,0.3971,0.6029,-0.09794950495049504,0.0
22441f08f9070de8132c14763c42405b,player_threes,Bojan Bogdanovic,DET,ORL,fanduel,Under,-130,2.5,202711,0.5652173913043478,0.3971,0.6029,0.03768260869565221,0.08667000000000011
22441f08f9070de8132c14763c42405b,player_threes,Franz Wagner,ORL,DET,fanduel,Over,-113,1.5,1630532,0.5305164319248826,0.4907,0.5093,-0.0398164319248826,0.0
22441f08f9070de8132c14763c42405b,player_threes,Franz Wagner,ORL,DET,fanduel,Under,-113,1.5,1630532,0.5305164319248826,0.4907,0.5093,-0.02121643192488265,0.0
22441f08f9070de8132c14763c42405b,player_threes,Jaden Ivey,DET,ORL,betonlineag,Over,-106,1.5,1631093,0.5145631067961165,0.3646,0.6354,-0.14996310679611652,0.0
22441f08f9070de8132c14763c42405b,player_threes,Jaden Ivey,DET,ORL,betonlineag,Under,-122,1.5,1631093,0.5495495495495496,0.3646,0.6354,0.08585045045045037,0.19058799999999995
22441f08f9070de8132c14763c42405b,player_threes,Killian Hayes,DET,ORL,betonlineag,Over,-103,1.5,1630165,0.5073891625615764,0.3258,0.6742,-0.18158916256157642,0.0
22441f08f9070de8132c14763c42405b,player_threes,Killian Hayes,DET,ORL,betonlineag,Under,-125,1.5,1630165,0.5555555555555556,0.3258,0.6742,0.11864444444444444,0.26695
22441f08f9070de8132c14763c42405b,player_threes,Bojan Bogdanovic,DET,ORL,betonlineag,Over,-102,2.5,202711,0.504950495049505,0.3971,0.6029,-0.10785049504950495,0.0
22441f08f9070de8132c14763c42405b,player_threes,Bojan Bogdanovic,DET,ORL,betonlineag,Under,-127,2.5,202711,0.5594713656387665,0.3971,0.6029,0.043428634361233454,0.0985829999999999
22441f08f9070de8132c14763c42405b,player_threes,Franz Wagner,ORL,DET,betonlineag,Over,-112,1.5,1630532,0.5283018867924528,0.4907,0.5093,-0.0376018867924528,0.0
22441f08f9070de8132c14763c42405b,player_threes,Franz Wagner,ORL,DET,betonlineag,Under,-115,1.5,1630532,0.5348837209302325,0.4907,0.5093,-0.025583720930232534,0.0
22441f08f9070de8132c14763c42405b,player_threes,Paolo Banchero,ORL,DET,betonlineag,Over,134,1.5,1631094,0.4273504273504274,0.3349,0.6651,-0.09245042735042741,0.0
22441f08f9070de8132c14763c42405b,player_threes,Paolo Banchero,ORL,DET,betonlineag,Under,-175,1.5,1631094,0.6363636363636364,0.3349,0.6651,0.02873636363636367,0.07902500000000007
22441f08f9070de8132c14763c42405b,player_threes,Wendell Carter Jr.,ORL,DET,betonlineag,Over,130,1.5,1628976,0.4347826086956522,0.3623,0.6377,-0.0724826086956522,0.0
22441f08f9070de8132c14763c42405b,player_threes,Wendell Carter Jr.,ORL,DET,betonlineag,Under,-169,1.5,1628976,0.6282527881040892,0.3623,0.6377,0.009447211895910801,0.02541299999999995
22441f08f9070de8132c14763c42405b,player_threes,Markelle Fultz,ORL,DET,betonlineag,Over,144,0.5,1628365,0.4098360655737705,0.4141,0.5859,0.004263934426229521,0.007225000000000056
22441f08f9070de8132c14763c42405b,player_threes,Markelle Fultz,ORL,DET,betonlineag,Under,-189,0.5,1628365,0.6539792387543253,0.4141,0.5859,-0.06807923875432531,0.0
22441f08f9070de8132c14763c42405b,player_threes,Paolo Banchero,ORL,DET,williamhill_us,Over,139,1.5,1631094,0.41841004184100417,0.3349,0.6651,-0.08351004184100419,0.0
22441f08f9070de8132c14763c42405b,player_threes,Paolo Banchero,ORL,DET,williamhill_us,Under,-194,1.5,1631094,0.6598639455782312,0.3349,0.6651,0.0052360544217687766,0.015394000000000286
22441f08f9070de8132c14763c42405b,player_threes,Markelle Fultz,ORL,DET,williamhill_us,Over,143,0.5,1628365,0.411522633744856,0.4141,0.5859,0.0025773662551440424,0.004379720279720216
22441f08f9070de8132c14763c42405b,player_threes,Markelle Fultz,ORL,DET,williamhill_us,Under,-199,0.5,1628365,0.6655518394648829,0.4141,0.5859,-0.07965183946488297,0.0
22441f08f9070de8132c14763c42405b,player_threes,Wendell Carter Jr.,ORL,DET,williamhill_us,Over,123,1.5,1628976,0.44843049327354256,0.3623,0.6377,-0.08613049327354255,0.0
22441f08f9070de8132c14763c42405b,player_threes,Wendell Carter Jr.,ORL,DET,williamhill_us,Under,-169,1.5,1628976,0.6282527881040892,0.3623,0.6377,0.009447211895910801,0.02541299999999995
22441f08f9070de8132c14763c42405b,player_threes,Jaden Ivey,DET,ORL,williamhill_us,Over,-103,1.5,1631093,0.5073891625615764,0.3646,0.6354,-0.14278916256157642,0.0
22441f08f9070de8132c14763c42405b,player_threes,Jaden Ivey,DET,ORL,williamhill_us,Under,-133,1.5,1631093,0.5708154506437768,0.3646,0.6354,0.06458454935622315,0.15048199999999995
22441f08f9070de8132c14763c42405b,player_threes,Franz Wagner,ORL,DET,williamhill_us,Over,-117,1.5,1630532,0.5391705069124424,0.4907,0.5093,-0.04847050691244237,0.0
22441f08f9070de8132c14763c42405b,player_threes,Franz Wagner,ORL,DET,williamhill_us,Under,-117,1.5,1630532,0.5391705069124424,0.4907,0.5093,-0.02987050691244242,0.0
22441f08f9070de8132c14763c42405b,player_threes,Bojan Bogdanovic,DET,ORL,williamhill_us,Over,-104,2.5,202711,0.5098039215686274,0.3971,0.6029,-0.11270392156862741,0.0
22441f08f9070de8132c14763c42405b,player_threes,Bojan Bogdanovic,DET,ORL,williamhill_us,Under,-131,2.5,202711,0.5670995670995671,0.3971,0.6029,0.03580043290043289,0.08269899999999997
22441f08f9070de8132c14763c42405b,player_threes,Killian Hayes,DET,ORL,williamhill_us,Over,-101,1.5,1630165,0.5024875621890548,0.3258,0.6742,-0.1766875621890548,0.0
22441f08f9070de8132c14763c42405b,player_threes,Killian Hayes,DET,ORL,williamhill_us,Under,-135,1.5,1630165,0.574468085106383,0.3258,0.6742,0.09973191489361699,0.23436999999999988
71f8174c403d127132eba38c4bc783eb,player_threes,Dillon Brooks,MEM,PHI,fanduel,Over,104,1.5,1628415,0.4901960784313726,0.5305,0.4695,0.04030392156862739,0.07905769230769231
71f8174c403d127132eba38c4bc783eb,player_threes,Dillon Brooks,MEM,PHI,fanduel,Under,-132,1.5,1628415,0.5689655172413793,0.5305,0.4695,-0.09946551724137936,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Ja Morant,MEM,PHI,fanduel,Over,102,1.5,1629630,0.49504950495049505,0.49,0.51,-0.005049504950495054,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Ja Morant,MEM,PHI,fanduel,Under,-130,1.5,1629630,0.5652173913043478,0.49,0.51,-0.055217391304347774,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,James Harden,PHI,MEM,fanduel,Over,-120,2.5,201935,0.5454545454545454,0.5206,0.4794,-0.024854545454545462,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,James Harden,PHI,MEM,fanduel,Under,-108,2.5,201935,0.5192307692307693,0.5206,0.4794,-0.03983076923076928,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Tobias Harris,PHI,MEM,fanduel,Over,122,1.5,202699,0.4504504504504504,0.5871,0.4129,0.13664954954954955,0.24865737704918034
71f8174c403d127132eba38c4bc783eb,player_threes,Tobias Harris,PHI,MEM,fanduel,Under,-156,1.5,202699,0.609375,0.5871,0.4129,-0.196475,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Jaren Jackson Jr.,MEM,PHI,fanduel,Over,130,1.5,1628991,0.4347826086956522,0.4524,0.5476,0.017617391304347807,0.031169230769230775
71f8174c403d127132eba38c4bc783eb,player_threes,Jaren Jackson Jr.,MEM,PHI,fanduel,Under,-166,1.5,1628991,0.6240601503759399,0.4524,0.5476,-0.0764601503759399,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Joel Embiid,PHI,MEM,fanduel,Over,164,1.5,203954,0.3787878787878788,0.2776,0.7224,-0.10118787878787877,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Joel Embiid,PHI,MEM,fanduel,Under,-215,1.5,203954,0.6825396825396826,0.2776,0.7224,0.039860317460317485,0.12555999999999992
71f8174c403d127132eba38c4bc783eb,player_threes,Desmond Bane,MEM,PHI,fanduel,Over,-108,2.5,1630217,0.5192307692307693,0.567,0.433,0.047769230769230675,0.09935999999999992
71f8174c403d127132eba38c4bc783eb,player_threes,Desmond Bane,MEM,PHI,fanduel,Under,-118,2.5,1630217,0.5412844036697247,0.567,0.433,-0.10828440366972475,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Desmond Bane,MEM,PHI,draftkings,Over,-110,2.5,1630217,0.5238095238095238,0.567,0.433,0.04319047619047611,0.09069999999999982
71f8174c403d127132eba38c4bc783eb,player_threes,Desmond Bane,MEM,PHI,draftkings,Under,-120,2.5,1630217,0.5454545454545454,0.567,0.433,-0.11245454545454542,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Dillon Brooks,MEM,PHI,draftkings,Over,105,1.5,1628415,0.4878048780487805,0.5305,0.4695,0.042695121951219495,0.08335714285714296
71f8174c403d127132eba38c4bc783eb,player_threes,Dillon Brooks,MEM,PHI,draftkings,Under,-135,1.5,1628415,0.574468085106383,0.5305,0.4695,-0.10496808510638306,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Ja Morant,MEM,PHI,draftkings,Over,105,1.5,1629630,0.4878048780487805,0.49,0.51,0.002195121951219514,0.0042857142857143414
71f8174c403d127132eba38c4bc783eb,player_threes,Ja Morant,MEM,PHI,draftkings,Under,-135,1.5,1629630,0.574468085106383,0.49,0.51,-0.06446808510638302,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,James Harden,PHI,MEM,draftkings,Over,-130,2.5,201935,0.5652173913043478,0.5206,0.4794,-0.04461739130434783,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,James Harden,PHI,MEM,draftkings,Under,100,2.5,201935,0.5,0.5206,0.4794,-0.020600000000000007,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Jaren Jackson Jr.,MEM,PHI,draftkings,Over,125,1.5,1628991,0.4444444444444444,0.4524,0.5476,0.007955555555555605,0.014320000000000022
71f8174c403d127132eba38c4bc783eb,player_threes,Jaren Jackson Jr.,MEM,PHI,draftkings,Under,-155,1.5,1628991,0.6078431372549019,0.4524,0.5476,-0.060243137254901935,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Joel Embiid,PHI,MEM,draftkings,Over,180,1.5,203954,0.3571428571428571,0.2776,0.7224,-0.07954285714285708,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Joel Embiid,PHI,MEM,draftkings,Under,-220,1.5,203954,0.6875,0.2776,0.7224,0.03490000000000004,0.11168000000000007
71f8174c403d127132eba38c4bc783eb,player_threes,Tobias Harris,PHI,MEM,draftkings,Over,110,1.5,202699,0.47619047619047616,0.5871,0.4129,0.11090952380952379,0.2117363636363636
71f8174c403d127132eba38c4bc783eb,player_threes,Tobias Harris,PHI,MEM,draftkings,Under,-140,1.5,202699,0.5833333333333334,0.5871,0.4129,-0.17043333333333338,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Desmond Bane,MEM,PHI,betonlineag,Over,-110,2.5,1630217,0.5238095238095238,0.567,0.433,0.04319047619047611,0.09069999999999982
71f8174c403d127132eba38c4bc783eb,player_threes,Desmond Bane,MEM,PHI,betonlineag,Under,-118,2.5,1630217,0.5412844036697247,0.567,0.433,-0.10828440366972475,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Dillon Brooks,MEM,PHI,betonlineag,Over,103,1.5,1628415,0.4926108374384236,0.5305,0.4695,0.03788916256157637,0.0746747572815535
71f8174c403d127132eba38c4bc783eb,player_threes,Dillon Brooks,MEM,PHI,betonlineag,Under,-133,1.5,1628415,0.5708154506437768,0.5305,0.4695,-0.10131545064377684,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Ja Morant,MEM,PHI,betonlineag,Over,102,1.5,1629630,0.49504950495049505,0.49,0.51,-0.005049504950495054,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,Ja Morant,MEM,PHI,betonlineag,Under,-132,1.5,1629630,0.5689655172413793,0.49,0.51,-0.05896551724137933,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,James Harden,PHI,MEM,betonlineag,Over,-122,2.5,201935,0.5495495495495496,0.5206,0.4794,-0.028949549549549647,0.0
71f8174c403d127132eba38c4bc783eb,player_threes,James Harden,PHI,MEM,betonlineag,Under,-106,2.5,201935,0.5145631067961165,0.5206,0.4794,-0.035163106796116506,0.0
