SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22022,1629611,0022200871,"FEB 14, 2023",LAC vs. GSW,W,27,7,10,0.7,2,3,0.667,0,0,0.0,3,2,5,6,0,0,0,1,16,2,1
22022,1629611,0022200845,"FEB 10, 2023",LAC vs. MIL,L,28,5,9,0.556,0,2,0.0,0,0,0.0,1,5,6,2,0,0,0,3,10,-6,1
22022,1629611,0022200829,"FEB 08, 2023",LAC vs. DAL,L,35,7,12,0.583,4,7,0.571,3,4,0.75,0,3,3,4,0,0,1,3,21,0,1
22022,1629611,0022200810,"FEB 06, 2023",LAC @ BKN,W,25,5,9,0.556,1,2,0.5,1,1,1.0,0,9,9,0,0,3,1,1,12,-20,1
22022,1629611,0022200795,"FEB 04, 2023",LAC @ NYK,W,29,4,7,0.571,1,3,0.333,3,3,1.0,2,1,3,2,0,0,1,5,12,3,1
22022,1629611,0022200784,"FEB 02, 2023",LAC @ MIL,L,24,2,3,0.667,2,2,1.0,2,2,1.0,0,4,4,3,1,0,1,1,8,21,1
22022,1629611,0022200766,"JAN 31, 2023",LAC @ CHI,W,21,1,6,0.167,1,3,0.333,2,2,1.0,0,0,0,1,2,0,1,3,5,-8,1
22022,1629611,0022200754,"JAN 29, 2023",LAC @ CLE,L,20,2,8,0.25,0,2,0.0,0,0,0.0,1,1,2,2,0,0,1,1,4,-17,1
22022,1629611,0022200745,"JAN 28, 2023",LAC @ ATL,W,35,1,3,0.333,0,1,0.0,0,0,0.0,1,6,7,6,0,2,1,2,2,6,1
22022,1629611,0022200735,"JAN 26, 2023",LAC vs. SAS,W,24,1,3,0.333,0,1,0.0,0,0,0.0,0,4,4,2,0,1,1,1,2,16,1
22022,1629611,0022200719,"JAN 24, 2023",LAC @ LAL,W,26,5,10,0.5,4,7,0.571,3,4,0.75,0,3,3,2,2,0,0,0,17,7,1
22022,1629611,0022200701,"JAN 22, 2023",LAC @ DAL,W,18,2,7,0.286,1,3,0.333,2,2,1.0,0,3,3,1,0,0,0,2,7,-6,1
22022,1629611,0022200687,"JAN 20, 2023",LAC @ SAS,W,21,5,6,0.833,0,1,0.0,0,2,0.0,0,1,1,2,0,0,1,1,10,-14,1
22022,1629611,0022200675,"JAN 18, 2023",LAC @ UTA,L,26,1,5,0.2,0,1,0.0,0,0,0.0,0,3,3,5,0,0,3,2,2,-8,1
22022,1629611,0022200668,"JAN 17, 2023",LAC vs. PHI,L,32,5,10,0.5,2,6,0.333,0,0,0.0,2,2,4,4,0,1,1,1,12,-3,1
22022,1629611,0022200649,"JAN 15, 2023",LAC vs. HOU,W,41,12,16,0.75,5,8,0.625,2,3,0.667,2,4,6,4,0,0,0,1,31,16,1
22022,1629611,0022200639,"JAN 13, 2023",LAC vs. DEN,L,33,3,7,0.429,1,3,0.333,1,1,1.0,0,2,2,4,0,0,1,1,8,-4,1
22022,1629611,0022200617,"JAN 10, 2023",LAC vs. DAL,W,41,5,12,0.417,2,5,0.4,0,0,0.0,0,5,5,1,0,1,1,2,12,24,1
22022,1629611,0022200604,"JAN 08, 2023",LAC vs. ATL,L,35,5,11,0.455,1,2,0.5,3,3,1.0,7,1,8,4,2,0,1,1,14,-4,1
22022,1629611,0022200587,"JAN 06, 2023",LAC @ MIN,L,24,3,10,0.3,1,3,0.333,3,4,0.75,0,1,1,1,2,0,0,2,10,-24,1
22022,1629611,0022200579,"JAN 05, 2023",LAC @ DEN,L,24,5,9,0.556,0,2,0.0,2,2,1.0,0,2,2,2,0,0,0,2,12,-14,1
22022,1629611,0022200560,"JAN 02, 2023",LAC vs. MIA,L,23,3,4,0.75,1,2,0.5,2,2,1.0,0,5,5,0,0,0,1,3,9,6,1
22022,1629611,0022200538,"DEC 31, 2022",LAC @ IND,L,9,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,1,2,1,1
22022,1629611,0022200525,"DEC 29, 2022",LAC @ BOS,L,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-3,1
22022,1629611,0022200509,"DEC 27, 2022",LAC @ TOR,W,12,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,2,2,0,1
22022,1629611,0022200499,"DEC 26, 2022",LAC @ DET,W,21,3,6,0.5,0,2,0.0,0,0,0.0,0,2,2,2,3,0,0,2,6,28,1
22022,1629611,0022200480,"DEC 23, 2022",LAC @ PHI,L,13,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,2,1,0,0,1,3,6,1
22022,1629611,0022200476,"DEC 21, 2022",LAC vs. CHA,W,14,2,5,0.4,2,3,0.667,2,2,1.0,0,4,4,1,0,0,3,1,8,-7,1
