SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22022,202695,0022200871,"FEB 14, 2023",LAC vs. GSW,W,34,12,17,0.706,7,9,0.778,2,2,1.0,1,6,7,4,1,1,1,1,33,14,1
22022,202695,0022200829,"FEB 08, 2023",LAC vs. DAL,L,32,7,12,0.583,1,1,1.0,3,4,0.75,0,4,4,4,2,1,0,1,18,-1,1
22022,202695,0022200810,"FEB 06, 2023",LAC @ BKN,W,34,8,17,0.471,3,4,0.75,5,6,0.833,1,3,4,6,1,0,1,2,24,-10,1
22022,202695,0022200795,"FEB 04, 2023",LAC @ NYK,W,41,11,23,0.478,1,3,0.333,12,12,1.0,3,2,5,3,4,0,2,3,35,8,1
22022,202695,0022200784,"FEB 02, 2023",LAC @ MIL,L,40,7,26,0.269,1,6,0.167,2,2,1.0,1,10,11,5,1,2,1,3,17,19,1
22022,202695,0022200766,"JAN 31, 2023",LAC @ CHI,W,40,11,24,0.458,3,6,0.5,8,9,0.889,2,2,4,5,5,2,1,0,33,10,1
22022,202695,0022200745,"JAN 28, 2023",LAC @ ATL,W,39,12,20,0.6,5,10,0.5,3,3,1.0,1,7,8,4,1,1,2,1,32,3,1
22022,202695,0022200735,"JAN 26, 2023",LAC vs. SAS,W,31,10,16,0.625,2,6,0.333,5,6,0.833,1,2,3,7,1,0,0,2,27,24,1
22022,202695,0022200719,"JAN 24, 2023",LAC @ LAL,W,35,11,16,0.688,0,4,0.0,3,4,0.75,2,7,9,3,2,2,1,3,25,16,1
22022,202695,0022200701,"JAN 22, 2023",LAC @ DAL,W,39,10,18,0.556,3,4,0.75,7,7,1.0,2,7,9,3,1,0,0,1,30,7,1
22022,202695,0022200687,"JAN 20, 2023",LAC @ SAS,W,38,13,18,0.722,4,5,0.8,6,6,1.0,2,2,4,7,2,0,2,0,36,14,1
22022,202695,0022200668,"JAN 17, 2023",LAC vs. PHI,L,36,10,20,0.5,2,6,0.333,5,7,0.714,1,3,4,1,1,1,3,2,27,-12,1
22022,202695,0022200649,"JAN 15, 2023",LAC vs. HOU,W,32,12,24,0.5,3,5,0.6,3,3,1.0,1,5,6,4,2,1,4,2,30,9,1
22022,202695,0022200639,"JAN 13, 2023",LAC vs. DEN,L,38,10,20,0.5,0,3,0.0,4,4,1.0,3,5,8,4,1,0,3,1,24,-15,1
22022,202695,0022200617,"JAN 10, 2023",LAC vs. DAL,W,36,9,12,0.75,3,5,0.6,12,12,1.0,1,8,9,4,4,1,2,0,33,3,1
