SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22022,1630162,0022200865,"FEB 13, 2023",MIN @ DAL,W,36,12,22,0.545,1,4,0.25,7,7,1.0,1,4,5,1,0,0,3,4,32,9,1
22022,1630162,0022200841,"FEB 10, 2023",MIN @ MEM,L,39,8,19,0.421,1,3,0.333,0,0,0.0,0,2,2,5,1,2,3,2,17,-18,1
22022,1630162,0022200828,"FEB 08, 2023",MIN @ UTA,W,33,13,27,0.481,4,9,0.444,1,1,1.0,0,7,7,8,1,0,1,1,31,19,1
22022,1630162,0022200820,"FEB 07, 2023",MIN @ DEN,L,21,7,11,0.636,1,3,0.333,4,5,0.8,0,3,3,3,0,1,1,3,19,-12,1
22022,1630162,0022200806,"FEB 05, 2023",MIN vs. DEN,W,31,8,17,0.471,1,5,0.2,3,5,0.6,0,4,4,3,2,0,2,2,20,13,1
22022,1630162,0022200790,"FEB 03, 2023",MIN vs. ORL,L,38,5,15,0.333,1,7,0.143,8,10,0.8,0,5,5,5,1,1,4,3,19,-10,1
22022,1630162,0022200774,"FEB 01, 2023",MIN vs. GSW,W,39,10,26,0.385,2,11,0.182,5,6,0.833,0,6,6,5,2,1,6,1,27,-9,1
22022,1630162,0022200758,"JAN 30, 2023",MIN vs. SAC,L,41,14,27,0.519,4,11,0.364,1,4,0.25,2,6,8,5,2,2,6,2,33,-11,1
22022,1630162,0022200746,"JAN 28, 2023",MIN vs. SAC,W,38,14,21,0.667,5,7,0.714,1,2,0.5,2,8,10,6,2,1,6,2,34,16,1
22022,1630162,0022200737,"JAN 27, 2023",MIN vs. MEM,W,36,9,18,0.5,3,5,0.6,4,6,0.667,0,7,7,7,0,1,2,2,25,10,1
22022,1630162,0022200724,"JAN 25, 2023",MIN @ NOP,W,37,12,25,0.48,4,10,0.4,9,10,0.9,0,6,6,5,0,0,4,1,37,13,1
