SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22022,201950,0022200869,"FEB 14, 2023",MIL vs. BOS,W,43,13,21,0.619,8,12,0.667,6,6,1.0,0,5,5,7,3,0,5,2,40,1,1
22022,201950,0022200845,"FEB 10, 2023",MIL @ LAC,W,33,7,16,0.438,3,7,0.429,2,2,1.0,2,3,5,6,2,0,3,1,19,14,1
22022,201950,0022200834,"FEB 09, 2023",MIL @ LAL,W,36,8,16,0.5,2,7,0.286,0,0,0.0,1,6,7,7,0,0,1,2,18,22,1
22022,201950,0022200815,"FEB 06, 2023",MIL @ POR,W,32,9,20,0.45,2,8,0.25,0,0,0.0,0,4,4,8,0,0,1,3,20,4,1
22022,201950,0022200797,"FEB 04, 2023",MIL vs. MIA,W,34,6,9,0.667,3,5,0.6,0,0,0.0,1,4,5,2,2,0,3,1,15,5,1
22022,201950,0022200784,"FEB 02, 2023",MIL vs. LAC,W,34,4,15,0.267,2,6,0.333,2,2,1.0,0,4,4,8,0,0,3,4,12,-11,1
22022,201950,0022200767,"JAN 31, 2023",MIL vs. CHA,W,36,6,20,0.3,1,4,0.25,2,3,0.667,6,7,13,3,2,0,0,1,15,-1,1
22022,201950,0022200755,"JAN 29, 2023",MIL vs. NOP,W,30,7,15,0.467,1,7,0.143,2,4,0.5,2,5,7,6,0,0,3,3,17,37,1
22022,201950,0022200736,"JAN 27, 2023",MIL @ IND,W,35,7,16,0.438,1,5,0.2,5,6,0.833,3,6,9,9,1,0,6,0,20,-5,1
22022,201950,0022200723,"JAN 25, 2023",MIL vs. DEN,W,36,9,20,0.45,2,4,0.5,0,0,0.0,2,3,5,3,0,2,5,1,20,-3,1
22022,201950,0022200706,"JAN 23, 2023",MIL @ DET,W,30,7,12,0.583,1,5,0.2,1,1,1.0,0,4,4,7,2,0,0,3,16,24,1
22022,201950,0022200695,"JAN 21, 2023",MIL @ CLE,L,37,12,27,0.444,1,5,0.2,3,3,1.0,1,3,4,10,1,1,6,1,28,-6,1
22022,201950,0022200665,"JAN 17, 2023",MIL vs. TOR,W,35,16,26,0.615,5,10,0.5,0,0,0.0,1,5,6,7,2,1,2,4,37,22,1
22022,201950,0022200657,"JAN 16, 2023",MIL vs. IND,W,37,13,19,0.684,5,8,0.625,4,4,1.0,1,3,4,11,2,0,2,3,35,18,1
22022,201950,0022200641,"JAN 14, 2023",MIL @ MIA,L,35,5,14,0.357,1,7,0.143,1,4,0.25,1,2,3,10,1,0,5,1,12,-9,1
22022,201950,0022200628,"JAN 12, 2023",MIL @ MIA,L,33,7,10,0.7,3,4,0.75,7,8,0.875,2,4,6,11,0,1,3,2,24,-9,1
22022,201950,0022200620,"JAN 11, 2023",MIL @ ATL,W,34,10,21,0.476,3,8,0.375,4,4,1.0,1,3,4,5,2,0,5,2,27,8,1
22022,201950,0022200607,"JAN 09, 2023",MIL @ NYK,W,34,5,14,0.357,3,9,0.333,2,2,1.0,1,4,5,9,0,0,1,3,15,7,1
22022,201950,0022200583,"JAN 06, 2023",MIL vs. CHA,L,19,4,9,0.444,3,5,0.6,1,2,0.5,1,1,2,4,1,0,0,1,12,-18,1
22022,201950,0022200561,"JAN 03, 2023",MIL vs. WAS,W,19,2,8,0.25,2,4,0.5,0,0,0.0,0,1,1,0,0,0,3,0,6,-3,1
22022,201950,0022200495,"DEC 25, 2022",MIL @ BOS,L,37,8,14,0.571,3,6,0.5,4,4,1.0,1,5,6,7,2,0,3,3,23,-19,1
22022,201950,0022200483,"DEC 23, 2022",MIL @ BKN,L,34,5,14,0.357,2,6,0.333,6,7,0.857,2,1,3,5,1,0,5,3,18,-17,1
22022,201950,0022200466,"DEC 21, 2022",MIL @ CLE,L,37,3,12,0.25,1,4,0.25,2,3,0.667,1,8,9,8,2,2,4,3,9,8,1
22022,201950,0022200457,"DEC 19, 2022",MIL @ NOP,W,34,6,12,0.5,2,6,0.333,4,4,1.0,1,3,4,11,2,1,3,2,18,2,1
22022,201950,0022200442,"DEC 17, 2022",MIL vs. UTA,W,27,9,16,0.563,3,6,0.5,0,0,0.0,2,2,4,8,1,0,4,0,21,11,1
22022,201950,0022200401,"DEC 11, 2022",MIL @ HOU,L,35,9,20,0.45,4,9,0.444,3,3,1.0,0,6,6,8,3,0,5,1,25,6,1
22022,201950,0022200386,"DEC 09, 2022",MIL @ DAL,W,37,6,13,0.462,3,5,0.6,2,2,1.0,3,4,7,6,0,0,2,3,17,-5,1
22022,201950,0022200369,"DEC 07, 2022",MIL vs. SAC,W,35,12,23,0.522,2,4,0.5,5,6,0.833,1,4,5,6,0,0,1,0,31,18,1
22022,201950,0022200353,"DEC 05, 2022",MIL @ ORL,W,35,5,12,0.417,1,6,0.167,6,6,1.0,1,7,8,10,2,0,6,3,17,19,1
22022,201950,0022200331,"DEC 02, 2022",MIL vs. LAL,L,39,11,20,0.55,6,12,0.5,0,0,0.0,0,6,6,9,1,0,2,2,28,-3,1
22022,201950,0022200316,"NOV 30, 2022",MIL @ NYK,W,34,9,19,0.474,2,5,0.4,2,2,1.0,2,4,6,5,2,2,1,5,22,10,1
22022,201950,0022200298,"NOV 27, 2022",MIL vs. DAL,W,34,7,16,0.438,2,6,0.333,0,0,0.0,1,0,1,6,3,0,3,2,16,17,1
22022,201950,0022200280,"NOV 25, 2022",MIL vs. CLE,W,23,4,13,0.308,1,3,0.333,0,0,0.0,2,1,3,5,0,0,1,4,9,13,1
22022,201950,0022200267,"NOV 23, 2022",MIL vs. CHI,L,36,3,6,0.5,1,4,0.25,7,8,0.875,1,4,5,11,2,0,7,1,14,12,1
22022,201950,0022200251,"NOV 21, 2022",MIL vs. POR,W,28,7,14,0.5,1,6,0.167,2,2,1.0,1,3,4,6,3,0,5,1,17,7,1
22022,201950,0022200226,"NOV 18, 2022",MIL @ PHI,L,23,5,12,0.417,0,4,0.0,0,0,0.0,1,2,3,4,1,0,5,2,10,-9,1
22022,201950,0022200149,"NOV 07, 2022",MIL @ ATL,L,29,7,14,0.5,2,6,0.333,0,0,0.0,1,5,6,7,1,1,8,2,16,-3,1
22022,201950,0022200136,"NOV 05, 2022",MIL vs. OKC,W,29,3,10,0.3,0,3,0.0,4,4,1.0,4,2,6,13,1,0,3,0,10,4,1
22022,201950,0022200129,"NOV 04, 2022",MIL @ MIN,W,34,12,24,0.5,4,11,0.364,1,1,1.0,1,7,8,6,2,0,0,0,29,15,1
22022,201950,0022200113,"NOV 02, 2022",MIL vs. DET,W,30,11,16,0.688,4,7,0.571,0,0,0.0,2,5,7,3,0,0,2,1,26,25,1
22022,201950,0022200100,"OCT 31, 2022",MIL vs. DET,W,37,7,15,0.467,5,11,0.455,6,7,0.857,1,6,7,10,1,0,4,1,25,10,1
22022,201950,0022200085,"OCT 29, 2022",MIL vs. ATL,W,37,13,22,0.591,3,7,0.429,5,7,0.714,0,2,2,12,4,1,3,3,34,12,1
22022,201950,0022200075,"OCT 28, 2022",MIL vs. NYK,W,32,6,19,0.316,2,6,0.333,2,2,1.0,0,5,5,6,2,1,1,3,16,17,1
22022,201950,0022200060,"OCT 26, 2022",MIL vs. BKN,W,36,5,18,0.278,1,6,0.167,4,5,0.8,3,4,7,4,2,1,5,4,15,10,1
22022,201950,0022200033,"OCT 22, 2022",MIL vs. HOU,W,32,8,15,0.533,3,4,0.75,0,0,0.0,0,5,5,10,0,3,2,2,19,8,1
22022,201950,0022200015,"OCT 20, 2022",MIL @ PHI,W,36,2,15,0.133,0,6,0.0,2,2,1.0,1,3,4,8,2,0,1,1,6,-6,1
