SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22022,203078,0022200872,"FEB 14, 2023",WAS @ POR,W,33,7,15,0.467,1,5,0.2,4,5,0.8,0,2,2,4,1,0,2,2,19,8,1
22022,203078,0022200866,"FEB 13, 2023",WAS @ GSW,L,35,13,23,0.565,3,8,0.375,4,5,0.8,1,2,3,4,1,0,4,2,33,-16,1
22022,203078,0022200849,"FEB 11, 2023",WAS vs. IND,W,31,13,18,0.722,4,5,0.8,2,2,1.0,1,3,4,6,1,1,5,4,32,13,1
22022,203078,0022200823,"FEB 08, 2023",WAS vs. CHA,W,33,7,15,0.467,1,5,0.2,2,2,1.0,0,4,4,10,1,3,3,2,17,12,1
22022,203078,0022200787,"FEB 03, 2023",WAS vs. POR,L,32,14,25,0.56,4,10,0.4,2,2,1.0,3,0,3,1,0,0,1,3,34,0,1
22022,203078,0022200760,"JAN 30, 2023",WAS @ SAS,W,30,8,14,0.571,3,6,0.5,2,2,1.0,0,7,7,7,0,2,2,1,21,13,1
22022,203078,0022200747,"JAN 28, 2023",WAS @ NOP,W,33,5,17,0.294,2,6,0.333,4,5,0.8,1,3,4,5,0,1,5,1,16,14,1
22022,203078,0022200722,"JAN 25, 2023",WAS @ HOU,W,30,7,17,0.412,0,3,0.0,3,4,0.75,0,3,3,4,0,0,2,0,17,-5,1
22022,203078,0022200717,"JAN 24, 2023",WAS @ DAL,W,30,7,17,0.412,2,2,1.0,6,9,0.667,0,0,0,4,0,1,2,5,22,-2,1
22022,203078,0022200693,"JAN 21, 2023",WAS vs. ORL,W,28,7,14,0.5,2,3,0.667,1,1,1.0,1,3,4,8,0,0,1,3,17,-1,1
22022,203078,0022200669,"JAN 18, 2023",WAS @ NYK,W,29,7,11,0.636,1,1,1.0,3,3,1.0,1,3,4,4,0,1,2,0,18,11,1
22022,203078,0022200561,"JAN 03, 2023",WAS @ MIL,L,13,3,7,0.429,0,1,0.0,2,2,1.0,1,0,1,4,2,0,2,0,8,4,1
22022,203078,0022200506,"DEC 27, 2022",WAS vs. PHI,W,30,8,15,0.533,3,5,0.6,0,0,0.0,1,0,1,5,0,2,3,1,19,1,1
22022,203078,0022200491,"DEC 23, 2022",WAS @ SAC,W,34,10,16,0.625,2,4,0.5,2,3,0.667,0,1,1,4,1,0,3,2,24,5,1
22022,203078,0022200478,"DEC 22, 2022",WAS @ UTA,L,31,13,20,0.65,0,3,0.0,4,4,1.0,1,4,5,5,0,0,2,2,30,4,1
22022,203078,0022200464,"DEC 20, 2022",WAS @ PHX,W,35,8,20,0.4,0,2,0.0,11,14,0.786,2,4,6,6,1,1,2,1,27,25,1
22022,203078,0022200451,"DEC 18, 2022",WAS @ LAL,L,32,9,17,0.529,0,3,0.0,11,13,0.846,1,1,2,3,0,0,3,3,29,1,1
22022,203078,0022200349,"DEC 04, 2022",WAS vs. LAL,L,3,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,-1,1
22022,203078,0022200326,"DEC 02, 2022",WAS @ CHA,L,40,12,24,0.5,2,8,0.25,7,8,0.875,1,5,6,7,1,0,3,2,33,-10,1
