id,prop_type,player_name,player_team,defensive_matchup,sports_book,name,price,points,nba_api_player_id
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Jalen Brunson,NYK,WAS,draftkings,Over,-190,1.5,1628973.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Jalen Brunson,NYK,WAS,draftkings,Under,155,1.5,1628973.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Julius Randle,NYK,WAS,draftkings,Over,-150,2.5,203944.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Julius Randle,NYK,WAS,draftkings,Under,120,2.5,203944.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kristaps Porzingis,WAS,NYK,draftkings,Over,-160,1.5,204001.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kristaps Porzingis,WAS,NYK,draftkings,Under,130,1.5,204001.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kyle Kuzma,WAS,NYK,draftkings,Over,-110,2.5,1628398.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kyle Kuzma,WAS,NYK,draftkings,Under,-120,2.5,1628398.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Quentin Grimes,NYK,WAS,draftkings,Over,-110,1.5,1629656.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Quentin Grimes,NYK,WAS,draftkings,Under,-120,1.5,1629656.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,RJ Barrett,NYK,WAS,draftkings,Over,-145,1.5,1629628.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,RJ Barrett,NYK,WAS,draftkings,Under,115,1.5,1629628.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Julius Randle,NYK,WAS,fanduel,Over,-164,2.5,203944.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Julius Randle,NYK,WAS,fanduel,Under,128,2.5,203944.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Bradley Beal,WAS,NYK,fanduel,Over,-142,1.5,203078.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Bradley Beal,WAS,NYK,fanduel,Under,112,1.5,203078.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kristaps Porzingis,WAS,NYK,fanduel,Over,-156,1.5,204001.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kristaps Porzingis,WAS,NYK,fanduel,Under,122,1.5,204001.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,RJ Barrett,NYK,WAS,fanduel,Over,-146,1.5,1629628.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,RJ Barrett,NYK,WAS,fanduel,Under,114,1.5,1629628.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Jalen Brunson,NYK,WAS,fanduel,Over,158,2.5,1628973.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Jalen Brunson,NYK,WAS,fanduel,Under,-205,2.5,1628973.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kyle Kuzma,WAS,NYK,fanduel,Over,100,2.5,1628398.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kyle Kuzma,WAS,NYK,fanduel,Under,-128,2.5,1628398.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Monte Morris,WAS,NYK,fanduel,Over,148,1.5,1628420.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Monte Morris,WAS,NYK,fanduel,Under,-192,1.5,1628420.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Jalen Brunson,NYK,WAS,bovada,Over,-200,1.5,1628973.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Jalen Brunson,NYK,WAS,bovada,Under,150,1.5,1628973.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Julius Randle,NYK,WAS,bovada,Over,-150,2.5,203944.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Julius Randle,NYK,WAS,bovada,Under,115,2.5,203944.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kristaps Porzingis,WAS,NYK,bovada,Over,-165,1.5,204001.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kristaps Porzingis,WAS,NYK,bovada,Under,125,1.5,204001.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kyle Kuzma,WAS,NYK,bovada,Over,-110,2.5,1628398.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kyle Kuzma,WAS,NYK,bovada,Under,-120,2.5,1628398.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Quentin Grimes,NYK,WAS,bovada,Over,-110,1.5,1629656.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Quentin Grimes,NYK,WAS,bovada,Under,-120,1.5,1629656.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,RJ Barrett Jr.,,,bovada,Over,-150,1.5,
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,RJ Barrett Jr.,,,bovada,Under,115,1.5,
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Jalen Brunson,NYK,WAS,betonlineag,Over,-208,1.5,1628973.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Jalen Brunson,NYK,WAS,betonlineag,Under,157,1.5,1628973.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Julius Randle,NYK,WAS,betonlineag,Over,-161,2.5,203944.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Julius Randle,NYK,WAS,betonlineag,Under,123,2.5,203944.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kristaps Porzingis,WAS,NYK,betonlineag,Over,-167,1.5,204001.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kristaps Porzingis,WAS,NYK,betonlineag,Under,128,1.5,204001.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kyle Kuzma,WAS,NYK,betonlineag,Over,-108,2.5,1628398.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Kyle Kuzma,WAS,NYK,betonlineag,Under,-120,2.5,1628398.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Quentin Grimes,NYK,WAS,betonlineag,Over,-110,1.5,1629656.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Quentin Grimes,NYK,WAS,betonlineag,Under,-118,1.5,1629656.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,RJ Barrett Jr.,,,betonlineag,Over,-147,1.5,
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,RJ Barrett Jr.,,,betonlineag,Under,113,1.5,
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Bradley Beal,WAS,NYK,betonlineag,Over,-152,1.5,203078.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Bradley Beal,WAS,NYK,betonlineag,Under,116,1.5,203078.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Monte Morris,WAS,NYK,betonlineag,Over,141,1.5,1628420.0
5ee5b9337bfbe734d0d621fdfd16c263,player_threes,Monte Morris,WAS,NYK,betonlineag,Under,-185,1.5,1628420.0
4d6129cb9e2e7efd96c78fe15ad6920d,player_threes,Trae Young,ATL,CLE,draftkings,Over,150,2.5,1629027.0
4d6129cb9e2e7efd96c78fe15ad6920d,player_threes,Trae Young,ATL,CLE,draftkings,Under,-185,2.5,1629027.0
4d6129cb9e2e7efd96c78fe15ad6920d,player_threes,Darius Garland,CLE,ATL,fanduel,Over,134,2.5,1629636.0
4d6129cb9e2e7efd96c78fe15ad6920d,player_threes,Darius Garland,CLE,ATL,fanduel,Under,-172,2.5,1629636.0
4d6129cb9e2e7efd96c78fe15ad6920d,player_threes,Donovan Mitchell,CLE,ATL,fanduel,Over,132,3.5,1628378.0
4d6129cb9e2e7efd96c78fe15ad6920d,player_threes,Donovan Mitchell,CLE,ATL,fanduel,Under,-170,3.5,1628378.0
