id,prop_type,player_name,player_team,defensive_matchup,sports_book,name,price,points,nba_api_player_id
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Brook Lopez,MIL,PHX,draftkings,Over,-125,1.5,201572.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Brook Lopez,MIL,PHX,draftkings,Under,-105,1.5,201572.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Chris Paul,PHX,MIL,draftkings,Over,115,1.5,101108.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Chris Paul,PHX,MIL,draftkings,Under,-145,1.5,101108.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Deandre Ayton,PHX,MIL,draftkings,Over,750,0.5,1629028.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Deandre Ayton,PHX,MIL,draftkings,Under,-1300,0.5,1629028.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Devin Booker,PHX,MIL,draftkings,Over,145,2.5,1626164.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Devin Booker,PHX,MIL,draftkings,Under,-180,2.5,1626164.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Grayson Allen,MIL,PHX,draftkings,Over,155,2.5,1628960.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Grayson Allen,MIL,PHX,draftkings,Under,-190,2.5,1628960.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Jrue Holiday,MIL,PHX,draftkings,Over,-110,2.5,201950.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Jrue Holiday,MIL,PHX,draftkings,Under,-120,2.5,201950.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Torrey Craig,PHX,MIL,draftkings,Over,180,1.5,1628470.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Torrey Craig,PHX,MIL,draftkings,Under,-220,1.5,1628470.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Torrey Craig,PHX,MIL,fanduel,Over,164,1.5,1628470.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Torrey Craig,PHX,MIL,fanduel,Under,-215,1.5,1628470.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Grayson Allen,MIL,PHX,fanduel,Over,162,2.5,1628960.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Grayson Allen,MIL,PHX,fanduel,Under,-210,2.5,1628960.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Jrue Holiday,MIL,PHX,fanduel,Over,-104,2.5,201950.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Jrue Holiday,MIL,PHX,fanduel,Under,-122,2.5,201950.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Devin Booker,PHX,MIL,fanduel,Over,146,2.5,1626164.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Devin Booker,PHX,MIL,fanduel,Under,-188,2.5,1626164.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Brook Lopez,MIL,PHX,fanduel,Over,-118,1.5,201572.0
f2aa3876acabca48a66ea6eae3d9f1b9,player_threes,Brook Lopez,MIL,PHX,fanduel,Under,-108,1.5,201572.0
