id,prop_type,player_name,player_team,defensive_matchup,sports_book,name,price,points,nba_api_player_id
11fae8e8823f872605eb0b1ec636b4f4,player_threes,Damian Lillard,POR,DET,draftkings,Over,-130,4.5,203081
11fae8e8823f872605eb0b1ec636b4f4,player_threes,Damian Lillard,POR,DET,draftkings,Under,100,4.5,203081
11fae8e8823f872605eb0b1ec636b4f4,player_threes,Damian Lillard,POR,DET,fanduel,Over,-148,4.5,203081
11fae8e8823f872605eb0b1ec636b4f4,player_threes,Damian Lillard,POR,DET,fanduel,Under,116,4.5,203081
11fae8e8823f872605eb0b1ec636b4f4,player_threes,Damian Lillard,POR,DET,williamhill_us,Over,-133,4.5,203081
11fae8e8823f872605eb0b1ec636b4f4,player_threes,Damian Lillard,POR,DET,williamhill_us,Under,-103,4.5,203081
11fae8e8823f872605eb0b1ec636b4f4,player_threes,Damian Lillard,POR,DET,betonlineag,Under,105,4.5,203081
11fae8e8823f872605eb0b1ec636b4f4,player_threes,Damian Lillard,POR,DET,betonlineag,Over,-135,4.5,203081
ceeee4b5a91a9ba17ab32e23b5ca7435,player_threes,Joel Embiid,PHI,IND,draftkings,Over,-165,0.5,203954
ceeee4b5a91a9ba17ab32e23b5ca7435,player_threes,Joel Embiid,PHI,IND,draftkings,Under,135,0.5,203954
ceeee4b5a91a9ba17ab32e23b5ca7435,player_threes,Joel Embiid,PHI,IND,williamhill_us,Over,-174,0.5,203954
ceeee4b5a91a9ba17ab32e23b5ca7435,player_threes,Joel Embiid,PHI,IND,williamhill_us,Under,126,0.5,203954
ceeee4b5a91a9ba17ab32e23b5ca7435,player_threes,Joel Embiid,PHI,IND,betonlineag,Under,134,0.5,203954
ceeee4b5a91a9ba17ab32e23b5ca7435,player_threes,Joel Embiid,PHI,IND,betonlineag,Over,-175,0.5,203954
2debfbf5c25f8411599d1f46c343c7e6,player_threes,De'Andre Hunter,ATL,MIA,draftkings,Over,105,1.5,1629631
2debfbf5c25f8411599d1f46c343c7e6,player_threes,De'Andre Hunter,ATL,MIA,draftkings,Under,-135,1.5,1629631
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,draftkings,Over,-145,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,draftkings,Under,115,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,draftkings,Over,-140,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,draftkings,Under,110,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Jimmy Butler,MIA,ATL,draftkings,Over,140,0.5,202710
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Jimmy Butler,MIA,ATL,draftkings,Under,-175,0.5,202710
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Trae Young,ATL,MIA,draftkings,Over,145,2.5,1629027
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Trae Young,ATL,MIA,draftkings,Under,-180,2.5,1629027
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Tyler Herro,MIA,ATL,draftkings,Over,-135,2.5,1629639
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Tyler Herro,MIA,ATL,draftkings,Under,105,2.5,1629639
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,betonlineag,Under,116,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,betonlineag,Over,-152,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,betonlineag,Under,110,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,betonlineag,Over,-143,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Jimmy Butler III,,,betonlineag,Under,-182,0.5,
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Jimmy Butler III,,,betonlineag,Over,139,0.5,
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Trae Young,ATL,MIA,betonlineag,Under,-182,2.5,1629027
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Trae Young,ATL,MIA,betonlineag,Over,139,2.5,1629027
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Tyler Herro,MIA,ATL,betonlineag,Under,103,2.5,1629639
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Tyler Herro,MIA,ATL,betonlineag,Over,-133,2.5,1629639
2debfbf5c25f8411599d1f46c343c7e6,player_threes,De'Andre Hunter,ATL,MIA,betonlineag,Under,-133,1.5,1629631
2debfbf5c25f8411599d1f46c343c7e6,player_threes,De'Andre Hunter,ATL,MIA,betonlineag,Over,103,1.5,1629631
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,williamhill_us,Over,-148,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,williamhill_us,Under,108,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,De'Andre Hunter,ATL,MIA,williamhill_us,Over,104,1.5,1629631
2debfbf5c25f8411599d1f46c343c7e6,player_threes,De'Andre Hunter,ATL,MIA,williamhill_us,Under,-142,1.5,1629631
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Tyler Herro,MIA,ATL,williamhill_us,Over,-137,2.5,1629639
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Tyler Herro,MIA,ATL,williamhill_us,Under,100,2.5,1629639
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,williamhill_us,Over,-145,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,williamhill_us,Under,106,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Trae Young,ATL,MIA,williamhill_us,Over,136,2.5,1629027
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Trae Young,ATL,MIA,williamhill_us,Under,-189,2.5,1629027
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Jimmy Butler,MIA,ATL,williamhill_us,Over,133,0.5,202710
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Jimmy Butler,MIA,ATL,williamhill_us,Under,-184,0.5,202710
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,betmgm,Over,-145,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,betmgm,Under,110,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,De'Andre Hunter,ATL,MIA,betmgm,Over,100,1.5,1629631
2debfbf5c25f8411599d1f46c343c7e6,player_threes,De'Andre Hunter,ATL,MIA,betmgm,Under,-135,1.5,1629631
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,betmgm,Over,-150,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,betmgm,Under,110,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,pointsbetus,Over,-135,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,pointsbetus,Under,105,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Tyler Herro,MIA,ATL,pointsbetus,Over,-130,2.5,1629639
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Tyler Herro,MIA,ATL,pointsbetus,Under,100,2.5,1629639
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,pointsbetus,Over,-160,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,pointsbetus,Under,125,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Trae Young,ATL,MIA,pointsbetus,Over,125,2.5,1629027
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Trae Young,ATL,MIA,pointsbetus,Under,-160,2.5,1629027
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Tyler Herro,MIA,ATL,fanduel,Over,-132,2.5,1629639
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Tyler Herro,MIA,ATL,fanduel,Under,106,2.5,1629639
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Trae Young,ATL,MIA,fanduel,Over,134,2.5,1629027
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Trae Young,ATL,MIA,fanduel,Under,-172,2.5,1629027
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,fanduel,Over,-162,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Dejounte Murray,ATL,MIA,fanduel,Under,126,1.5,1627749
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,fanduel,Over,-140,1.5,1629216
2debfbf5c25f8411599d1f46c343c7e6,player_threes,Gabe Vincent,MIA,ATL,fanduel,Under,110,1.5,1629216
09455248f49045db2ede332753f28c02,player_threes,Aaron Gordon,DEN,TOR,draftkings,Over,-120,0.5,203932
09455248f49045db2ede332753f28c02,player_threes,Aaron Gordon,DEN,TOR,draftkings,Under,-110,0.5,203932
09455248f49045db2ede332753f28c02,player_threes,Fred VanVleet,TOR,DEN,draftkings,Over,-155,2.5,1627832
09455248f49045db2ede332753f28c02,player_threes,Fred VanVleet,TOR,DEN,draftkings,Under,125,2.5,1627832
