id,prop_type,player_name,matchup_home_team,matchup_away_team,sports_book,name,price,points,nba_api_player_id
8b80fc750627fcdf4d465cf2bf265acc,player_points,Mike Conley Jr.,Minnesota Timberwolves,Washington Wizards,bovada,Under,-110,11.5,
8b80fc750627fcdf4d465cf2bf265acc,player_points,Monte Morris,Minnesota Timberwolves,Washington Wizards,bovada,Over,-120,9.5,1628420.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Monte Morris,Minnesota Timberwolves,Washington Wizards,bovada,Under,-110,9.5,1628420.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Rudy Gobert,Minnesota Timberwolves,Washington Wizards,bovada,Over,-105,14.5,203497.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Rudy Gobert,Minnesota Timberwolves,Washington Wizards,bovada,Under,-125,14.5,203497.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Monte Morris,Minnesota Timberwolves,Washington Wizards,fanduel,Over,-115,9.5,1628420.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Monte Morris,Minnesota Timberwolves,Washington Wizards,fanduel,Under,-108,9.5,1628420.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Jaden McDaniels,Minnesota Timberwolves,Washington Wizards,fanduel,Over,-120,11.5,1630183.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Jaden McDaniels,Minnesota Timberwolves,Washington Wizards,fanduel,Under,-106,11.5,1630183.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Daniel Gafford,Minnesota Timberwolves,Washington Wizards,fanduel,Over,-104,9.5,1629655.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Daniel Gafford,Minnesota Timberwolves,Washington Wizards,fanduel,Under,-122,9.5,1629655.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Rudy Gobert,Minnesota Timberwolves,Washington Wizards,fanduel,Over,-104,14.5,203497.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Rudy Gobert,Minnesota Timberwolves,Washington Wizards,fanduel,Under,-122,14.5,203497.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Mike Conley,Minnesota Timberwolves,Washington Wizards,fanduel,Over,-120,11.5,201144.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Mike Conley,Minnesota Timberwolves,Washington Wizards,fanduel,Under,-106,11.5,201144.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Bradley Beal,Minnesota Timberwolves,Washington Wizards,fanduel,Over,-115,22.5,203078.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Bradley Beal,Minnesota Timberwolves,Washington Wizards,fanduel,Under,-111,22.5,203078.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Anthony Edwards,Minnesota Timberwolves,Washington Wizards,fanduel,Over,-120,28.5,1630162.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Anthony Edwards,Minnesota Timberwolves,Washington Wizards,fanduel,Under,-106,28.5,1630162.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Kyle Kuzma,Minnesota Timberwolves,Washington Wizards,fanduel,Over,-111,22.5,1628398.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Kyle Kuzma,Minnesota Timberwolves,Washington Wizards,fanduel,Under,-115,22.5,1628398.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Kristaps Porzingis,Minnesota Timberwolves,Washington Wizards,fanduel,Over,-111,23.5,204001.0
8b80fc750627fcdf4d465cf2bf265acc,player_points,Kristaps Porzingis,Minnesota Timberwolves,Washington Wizards,fanduel,Under,-115,23.5,204001.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Anthony Edwards,Minnesota Timberwolves,Washington Wizards,draftkings,Over,-110,5.5,1630162.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Anthony Edwards,Minnesota Timberwolves,Washington Wizards,draftkings,Under,-120,5.5,1630162.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Bradley Beal,Minnesota Timberwolves,Washington Wizards,draftkings,Over,-115,3.5,203078.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Bradley Beal,Minnesota Timberwolves,Washington Wizards,draftkings,Under,-115,3.5,203078.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Daniel Gafford,Minnesota Timberwolves,Washington Wizards,draftkings,Over,-125,6.5,1629655.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Daniel Gafford,Minnesota Timberwolves,Washington Wizards,draftkings,Under,-105,6.5,1629655.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Jaden McDaniels,Minnesota Timberwolves,Washington Wizards,draftkings,Over,-135,3.5,1630183.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Jaden McDaniels,Minnesota Timberwolves,Washington Wizards,draftkings,Under,105,3.5,1630183.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Kristaps Porzingis,Minnesota Timberwolves,Washington Wizards,draftkings,Over,105,9.5,204001.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Kristaps Porzingis,Minnesota Timberwolves,Washington Wizards,draftkings,Under,-135,9.5,204001.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Kyle Kuzma,Minnesota Timberwolves,Washington Wizards,draftkings,Over,-115,7.5,1628398.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Kyle Kuzma,Minnesota Timberwolves,Washington Wizards,draftkings,Under,-115,7.5,1628398.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Mike Conley,Minnesota Timberwolves,Washington Wizards,draftkings,Over,-130,2.5,201144.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Mike Conley,Minnesota Timberwolves,Washington Wizards,draftkings,Under,100,2.5,201144.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Monte Morris,Minnesota Timberwolves,Washington Wizards,draftkings,Over,140,3.5,1628420.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Monte Morris,Minnesota Timberwolves,Washington Wizards,draftkings,Under,-175,3.5,1628420.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Rudy Gobert,Minnesota Timberwolves,Washington Wizards,draftkings,Over,-130,10.5,203497.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Rudy Gobert,Minnesota Timberwolves,Washington Wizards,draftkings,Under,100,10.5,203497.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Anthony Edwards,Minnesota Timberwolves,Washington Wizards,betonlineag,Under,-125,5.5,1630162.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Anthony Edwards,Minnesota Timberwolves,Washington Wizards,betonlineag,Over,-103,5.5,1630162.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Bradley Beal,Minnesota Timberwolves,Washington Wizards,betonlineag,Under,-116,3.5,203078.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Bradley Beal,Minnesota Timberwolves,Washington Wizards,betonlineag,Over,-111,3.5,203078.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Kristaps Porzingis,Minnesota Timberwolves,Washington Wizards,betonlineag,Under,-137,9.5,204001.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Kristaps Porzingis,Minnesota Timberwolves,Washington Wizards,betonlineag,Over,106,9.5,204001.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Kyle Kuzma,Minnesota Timberwolves,Washington Wizards,betonlineag,Under,-123,7.5,1628398.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Kyle Kuzma,Minnesota Timberwolves,Washington Wizards,betonlineag,Over,-105,7.5,1628398.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Mike Conley,Minnesota Timberwolves,Washington Wizards,betonlineag,Under,103,2.5,201144.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Mike Conley,Minnesota Timberwolves,Washington Wizards,betonlineag,Over,-133,2.5,201144.0
8b80fc750627fcdf4d465cf2bf265acc,player_rebounds,Monte Morris,Minnesota Timberwolves,Washington Wizards,betonlineag,Under,-175,3.5,1628420.0
