id,prop_type,player_name,matchup_home_team,matchup_away_team,sports_book,name,price,points
022bd739ca1a9f1d91f96d7787b9233b,player_points,Zach Collins,Charlotte Hornets,San Antonio Spurs,betonlineag,Under,-118,14.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Zach Collins,Charlotte Hornets,San Antonio Spurs,betonlineag,Over,-110,14.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betonlineag,Under,-114,14.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betonlineag,Over,-114,14.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Zach Collins,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-110,14.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Zach Collins,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-110,14.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-114,25.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-106,25.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,P.J Washington,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-105,16.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,P.J Washington,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-115,16.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Malaki Branham,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-118,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Malaki Branham,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-104,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Gordon Hayward,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-105,15.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Gordon Hayward,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-115,15.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Mark Williams,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-115,12.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Mark Williams,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-105,12.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Dennis Smith Jr.,Charlotte Hornets,San Antonio Spurs,fanduel,Over,100,9.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Dennis Smith Jr.,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-122,9.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-105,24.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-115,24.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Terry Rozier,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-105,23.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Terry Rozier,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-115,23.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-118,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-104,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Malaki Branham,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,-131,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Malaki Branham,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,-104,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,-131,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,-104,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,-109,24.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,-125,24.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Zach Collins,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,-121,14.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Zach Collins,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,-113,14.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Zach Collins,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-115,14.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Zach Collins,Charlotte Hornets,San Antonio Spurs,betmgm,Under,-115,14.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-125,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,betmgm,Under,-105,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-105,24.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,betmgm,Under,-125,24.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-120,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_points,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betmgm,Under,-115,13.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Dennis Smith Jr.,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-135,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Dennis Smith Jr.,Charlotte Hornets,San Antonio Spurs,draftkings,Under,105,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Gordon Hayward,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-130,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Gordon Hayward,Charlotte Hornets,San Antonio Spurs,draftkings,Under,100,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,draftkings,Over,100,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-130,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-140,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,draftkings,Under,110,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-105,7.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-125,7.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Malaki Branham,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-105,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Malaki Branham,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-125,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Mark Williams,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-145,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Mark Williams,Charlotte Hornets,San Antonio Spurs,draftkings,Under,115,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Nick Richards,Charlotte Hornets,San Antonio Spurs,draftkings,Over,115,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Nick Richards,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-145,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,PJ Washington,Charlotte Hornets,San Antonio Spurs,draftkings,Over,100,5.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,PJ Washington,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-130,5.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Terry Rozier,Charlotte Hornets,San Antonio Spurs,draftkings,Over,110,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Terry Rozier,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-140,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Zach Collins,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-130,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Zach Collins,Charlotte Hornets,San Antonio Spurs,draftkings,Under,100,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,betonlineag,Under,-133,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,betonlineag,Over,103,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,betonlineag,Under,102,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,betonlineag,Over,-132,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Zach Collins,Charlotte Hornets,San Antonio Spurs,betonlineag,Under,-103,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Zach Collins,Charlotte Hornets,San Antonio Spurs,betonlineag,Over,-125,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betonlineag,Under,-132,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betonlineag,Over,102,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Malaki Branham,Charlotte Hornets,San Antonio Spurs,fanduel,Over,110,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Malaki Branham,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-134,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,P.J Washington,Charlotte Hornets,San Antonio Spurs,fanduel,Over,110,5.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,P.J Washington,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-134,5.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-122,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,fanduel,Under,100,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Zach Collins,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-112,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Zach Collins,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-108,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,fanduel,Over,110,7.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-134,7.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Terry Rozier,Charlotte Hornets,San Antonio Spurs,fanduel,Over,116,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Terry Rozier,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-142,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,fanduel,Over,116,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-142,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Gordon Hayward,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-110,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Gordon Hayward,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-110,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Mark Williams,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-122,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Mark Williams,Charlotte Hornets,San Antonio Spurs,fanduel,Under,100,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Malaki Branham,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,-101,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Malaki Branham,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,-135,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,102,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,-139,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Zach Collins,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,-139,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Zach Collins,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,102,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,-137,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,100,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Zach Collins,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-135,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Zach Collins,Charlotte Hornets,San Antonio Spurs,betmgm,Under,100,8.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-110,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,betmgm,Under,-120,6.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-145,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,betmgm,Under,110,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-105,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betmgm,Under,-130,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,P.J. Washington,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-110,5.5
022bd739ca1a9f1d91f96d7787b9233b,player_rebounds,P.J. Washington,Charlotte Hornets,San Antonio Spurs,betmgm,Under,-120,5.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Dennis Smith Jr.,Charlotte Hornets,San Antonio Spurs,draftkings,Over,130,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Dennis Smith Jr.,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-160,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Gordon Hayward,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-160,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Gordon Hayward,Charlotte Hornets,San Antonio Spurs,draftkings,Under,130,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,draftkings,Over,135,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-165,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-165,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,draftkings,Under,135,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-115,9.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-115,9.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Malaki Branham,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-165,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Malaki Branham,Charlotte Hornets,San Antonio Spurs,draftkings,Under,135,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,PJ Washington,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-135,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,PJ Washington,Charlotte Hornets,San Antonio Spurs,draftkings,Under,105,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Terry Rozier,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-115,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Terry Rozier,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-115,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Zach Collins,Charlotte Hornets,San Antonio Spurs,draftkings,Over,-115,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Zach Collins,Charlotte Hornets,San Antonio Spurs,draftkings,Under,-115,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,betonlineag,Under,-156,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,betonlineag,Over,120,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Zach Collins,Charlotte Hornets,San Antonio Spurs,betonlineag,Under,100,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Zach Collins,Charlotte Hornets,San Antonio Spurs,betonlineag,Over,-130,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,betonlineag,Under,127,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,betonlineag,Over,-167,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betonlineag,Under,130,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betonlineag,Over,-169,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-158,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,fanduel,Under,128,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,fanduel,Over,120,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-148,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Terry Rozier,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-106,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Terry Rozier,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-114,4.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Zach Collins,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-115,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Zach Collins,Charlotte Hornets,San Antonio Spurs,fanduel,Under,-105,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Gordon Hayward,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-154,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Gordon Hayward,Charlotte Hornets,San Antonio Spurs,fanduel,Under,126,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,P.J Washington,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-140,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,P.J Washington,Charlotte Hornets,San Antonio Spurs,fanduel,Under,114,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-128,9.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,fanduel,Under,104,9.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Malaki Branham,Charlotte Hornets,San Antonio Spurs,fanduel,Over,-164,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Malaki Branham,Charlotte Hornets,San Antonio Spurs,fanduel,Under,134,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,126,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,-174,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,-166,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,120,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Malaki Branham,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,-166,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Malaki Branham,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,120,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Zach Collins,Charlotte Hornets,San Antonio Spurs,williamhill_us,Over,-119,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Zach Collins,Charlotte Hornets,San Antonio Spurs,williamhill_us,Under,-115,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-120,9.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,LaMelo Ball,Charlotte Hornets,San Antonio Spurs,betmgm,Under,-110,9.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Zach Collins,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-115,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Zach Collins,Charlotte Hornets,San Antonio Spurs,betmgm,Under,-115,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,betmgm,Over,130,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Jeremy Sochan,Charlotte Hornets,San Antonio Spurs,betmgm,Under,-175,3.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-175,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Keldon Johnson,Charlotte Hornets,San Antonio Spurs,betmgm,Under,130,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betmgm,Over,-175,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_assists,Malaki Branham,Charlotte Hornets,San Antonio Spurs,betmgm,Under,130,2.5
022bd739ca1a9f1d91f96d7787b9233b,player_steals,Dennis Smith Jr.,Charlotte Hornets,San Antonio Spurs,draftkings,Over,140,1.5
